Order Date,Customer Name,State,Category,Sub Category,Product Name,Sales,Quantity,Profit
2/10/2016,Tamara Chand,Indiana,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,33.96,2,9.51
3/10/2016,Hunter Lopez,Texas,Office Supplies,Envelopes,Staple envelope,15.65,2,5.09
3/10/2016,Emily Burns,New York,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.29,6,93.22
3/10/2016,Tracy Poddar,Texas,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,-29.51
3/10/2016,Daniel Byrd,California,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16,2,2.96
3/10/2016,Daniel Byrd,California,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.14,4,102.95
3/10/2016,Daniel Byrd,California,Office Supplies,Paper,Xerox 1900,8.56,2,3.85
3/10/2016,Daniel Byrd,California,Office Supplies,Paper,Xerox 1891,97.82,2,45.98
4/10/2016,Mary O'Rourke,Texas,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.75,7,19.42
4/10/2016,Daniel Raglin,Rhode Island,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,1,13.98
4/10/2016,Daniel Raglin,Rhode Island,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,9,2591.96
4/10/2016,Daniel Raglin,Rhode Island,Office Supplies,Storage,Letter Size File,119.1,3,34.54
4/10/2016,Melanie Seite,Maryland,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.37,2,-23.94
4/10/2016,Anna Häberlin,Florida,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,19.76
4/10/2016,Anna Häberlin,Florida,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,11.57,3,2.6
6/10/2016,Jonathan Howell,Oklahoma,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,14.43
6/10/2016,Laurel Beltran,Colorado,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,6,-938.28
6/10/2016,Laurel Beltran,Colorado,Office Supplies,Binders,Recycled Easel Ring Binders,17.9,4,-14.92
6/10/2016,Laurel Beltran,Colorado,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.98,4,-9.18
6/10/2016,Laurel Beltran,Colorado,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.85
7/10/2016,Tim Brockman,California,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.26,2,8.86
7/10/2016,Dionis Lloyd,Washington,Technology,Machines,Okidata C331dn Printer,837.6,3,62.82
7/10/2016,Cindy Chapman,California,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2,5.07
7/10/2016,Arthur Wiediger,Pennsylvania,Office Supplies,Labels,Avery 511,4.93,2,1.72
7/10/2016,Mick Crebagga,Washington,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",93.36,12,0.93
8/10/2016,Bart Watters,Texas,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.71,8,-32.32
8/10/2016,Joel Eaton,California,Office Supplies,Paper,Xerox 1925,61.96,2,27.88
8/10/2016,Peter McVee,Texas,Office Supplies,Labels,Avery 50,60.14,6,20.3
8/10/2016,Doug Bickford,North Carolina,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72,5,-67.85
9/10/2016,Michael Paige,Ohio,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98,4,-15.58
9/10/2016,Sibella Parks,Pennsylvania,Office Supplies,Paper,Xerox 1947,19.14,4,5.98
9/10/2016,Sibella Parks,Pennsylvania,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.83,4,-24.96
9/10/2016,Maria Zettner,Arizona,Office Supplies,Art,Newell 310,1.41,1,0.16
9/10/2016,Maria Zettner,Arizona,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.57,2,0
10/10/2016,Erica Bern,North Carolina,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,20.61,2,-4.38
10/10/2016,Erica Bern,North Carolina,Office Supplies,Binders,Presstex Flexible Ring Binders,4.1,3,-2.73
10/10/2016,Corey Catlett,Colorado,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.88,3,-190.85
10/10/2016,Corey Catlett,Colorado,Technology,Phones,iOttie HLCRIO102 Car Mount,15.99,1,-3
10/10/2016,Corey Catlett,Colorado,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",120.78,1,13.59
10/10/2016,William Brown,Texas,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",14,4,-6.3
10/10/2016,William Brown,Texas,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16.39,2,-26.23
11/10/2016,Emily Phan,Illinois,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,5.34,2,0.67
11/10/2016,Emily Phan,Illinois,Office Supplies,Art,Newell 309,27.72,3,3.47
1/11/2016,Katherine Murray,Virginia,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,6.1
1/11/2016,Katherine Murray,Virginia,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,118.34
1/11/2016,Cindy Schnelling,Texas,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.67,9,6.98
1/11/2016,Xylona Preis,Illinois,Technology,Accessories,Maxell 4.7GB DVD-R,68.11,3,17.88
3/11/2016,Clay Ludtke,Iowa,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,22.79
3/11/2016,Clay Ludtke,Iowa,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,13.35
3/11/2016,Sarah Foster,Washington,Office Supplies,Art,Newell 332,8.82,3,2.38
3/11/2016,Phillip Flathmann,California,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.58,2,-29.92
3/11/2016,Phillip Flathmann,California,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,29.03
3/11/2016,Phillip Flathmann,California,Office Supplies,Labels,Avery 50,87.71,7,41.22
3/11/2016,Phillip Flathmann,California,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,429.58
3/11/2016,Arthur Prichep,Kentucky,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20,4,9.6
3/11/2016,Arthur Prichep,Kentucky,Office Supplies,Art,Economy #2 Pencils,7.98,3,2.07
3/11/2016,Arthur Prichep,Kentucky,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,9.16
3/11/2016,Arthur Prichep,Kentucky,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1,2.63
3/11/2016,Arthur Prichep,Kentucky,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,160.16
3/11/2016,Xylona Preis,California,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,5.04
3/11/2016,Xylona Preis,California,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2,14.3
3/11/2016,Xylona Preis,California,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.58,12,15.8
3/11/2016,Xylona Preis,California,Office Supplies,Paper,Xerox 1892,116.28,3,56.98
3/11/2016,Xylona Preis,California,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.3,2,3.02
3/11/2016,Xylona Preis,California,Office Supplies,Paper,Xerox 22,19.44,3,9.33
3/11/2016,Xylona Preis,California,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,150.98
3/11/2016,Patrick Jones,Texas,Office Supplies,Paper,Xerox 1978,9.25,2,3.35
3/11/2016,Natalie Webber,Oregon,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.16,7,-3.47
3/11/2016,Natalie Webber,Oregon,Technology,Machines,Okidata B401 Printer,179.99,3,-251.99
3/11/2016,Julie Prescott,Pennsylvania,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,72,1,14.4
3/11/2016,Julie Prescott,Pennsylvania,Furniture,Chairs,Bevis Steel Folding Chairs,470.16,7,-13.43
4/11/2016,Roy Collins,Kentucky,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,5.26
4/11/2016,Alejandro Savely,Washington,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,35.68
4/11/2016,Lisa Hazard,California,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7,16.46
4/11/2016,Thomas Thornton,California,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,55.91
4/11/2016,Tracy Poddar,Oregon,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.58,7,-4.18
4/11/2016,Tracy Poddar,Oregon,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.78,1,-14.41
4/11/2016,Tracy Poddar,Oregon,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.95,3,16.78
4/11/2016,Tracy Poddar,Oregon,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.35,3,-97.55
4/11/2016,Tracy Poddar,Oregon,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.18,8,228.08
4/11/2016,Tracy Poddar,Oregon,Office Supplies,Paper,Xerox 1887,15.18,1,5.31
4/11/2016,Maureen Fritzler,Florida,Furniture,Furnishings,Ultra Door Pull Handle,50.5,6,8.21
4/11/2016,Carl Weiss,California,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,2.8
4/11/2016,Carl Weiss,California,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,4.18,1,1.31
4/11/2016,Carl Weiss,California,Office Supplies,Paper,Xerox 229,38.88,6,18.66
4/11/2016,Elpida Rittenbach,North Carolina,Office Supplies,Storage,Eldon Portable Mobile Manager,45.25,2,3.96
4/11/2016,Elpida Rittenbach,North Carolina,Furniture,Tables,BPI Conference Tables,876.3,10,-292.1
4/11/2016,Elpida Rittenbach,North Carolina,Office Supplies,Supplies,Premier Electric Letter Opener,185.38,2,-34.76
4/11/2016,Cindy Chapman,California,Technology,Machines,Okidata B400 Printer,686.4,2,77.22
4/11/2016,Sally Matthias,Texas,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",11.38,3,-5.69
4/11/2016,Sally Matthias,Texas,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.11,4,-84.29
5/11/2016,Christopher Schild,California,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,9.83
5/11/2016,Alejandro Savely,Pennsylvania,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.99,2,-15.99
5/11/2016,Emily Phan,Texas,Furniture,Tables,Laminate Occasional Tables,863.13,8,-160.3
5/11/2016,Emily Phan,Texas,Office Supplies,Binders,Storex Dura Pro Binders,3.56,3,-6.24
5/11/2016,Emily Phan,Texas,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.66,7,-225.1
5/11/2016,Emily Phan,Texas,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.59,3,-20.14
5/11/2016,Emily Phan,Texas,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,5,45.14
5/11/2016,Michelle Arnett,Indiana,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5,50.35
5/11/2016,Michelle Arnett,Indiana,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,16.27
5/11/2016,Michelle Arnett,Indiana,Office Supplies,Labels,Avery 503,51.75,5,24.84
5/11/2016,Joseph Holt,California,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.25,2,19.97
5/11/2016,Evan Bailliet,Texas,Office Supplies,Labels,Avery 490,11.84,1,4.44
5/11/2016,Nora Preis,Washington,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,4,52.77
5/11/2016,Logan Haushalter,California,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72,4,12.96
5/11/2016,Logan Haushalter,California,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2,9.97
5/11/2016,Logan Haushalter,California,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,77.48
5/11/2016,Liz Willingham,Virginia,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,71.23
5/11/2016,Liz Willingham,Virginia,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.97,3,18.89
5/11/2016,Liz Willingham,Virginia,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,75.68
6/11/2016,Lindsay Shagiari,California,Furniture,Chairs,"Global Task Chair, Black",81.42,2,-9.16
6/11/2016,Lindsay Shagiari,California,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.24
6/11/2016,Kelly Lampkin,Florida,Furniture,Chairs,High-Back Leather Manager's Chair,207.98,2,-28.6
6/11/2016,Kelly Lampkin,Florida,Office Supplies,Paper,Embossed Ink Jet Note Cards,36.11,2,12.64
6/11/2016,Kelly Lampkin,Florida,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.57,2,5.78
6/11/2016,Kelly Lampkin,Florida,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.77,2,31.07
6/11/2016,Irene Maddox,California,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3,22.91
7/11/2016,Max Jones,Washington,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,9.69
7/11/2016,Eudokia Martin,California,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,11.7
7/11/2016,Eudokia Martin,California,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,4,8.77
7/11/2016,Eudokia Martin,California,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,3.29
7/11/2016,Eudokia Martin,California,Office Supplies,Labels,Avery 486,14.62,2,6.87
7/11/2016,Claudia Bergmann,California,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,6.22
7/11/2016,Denise Monton,Ohio,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.98,3,22.5
7/11/2016,Cindy Chapman,New Jersey,Office Supplies,Fasteners,Rubber Band Ball,14.96,4,0.3
7/11/2016,Penelope Sewall,California,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9,2,6.32
7/11/2016,Michelle Arnett,Wyoming,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,100.2
7/11/2016,Luke Weiss,New York,Technology,Phones,AT&T SB67148 SynJ,263.96,4,71.27
7/11/2016,Luke Weiss,New York,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,3,100.79
7/11/2016,Luke Weiss,New York,Office Supplies,Paper,Xerox 23,12.96,2,6.22
7/11/2016,Luke Weiss,New York,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",116.82,3,5.84
7/11/2016,Luke Weiss,New York,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.78,2,89.95
7/11/2016,Michael Chen,Texas,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",44.46,5,-17.78
7/11/2016,Michael Chen,Texas,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",314.09,3,19.63
7/11/2016,Marina Lichtenstein,California,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.19
7/11/2016,Lisa DeCherney,California,Office Supplies,Binders,GBC VeloBinder Manual Binding System,57.58,2,20.15
8/11/2016,Claire Gute,Kentucky,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,2,41.91
8/11/2016,Claire Gute,Kentucky,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,3,219.58
9/11/2016,Philip Fox,California,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,177.59
10/11/2016,Pamela Coakley,California,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,42.07
10/11/2016,Pamela Coakley,California,Office Supplies,Binders,Binding Machine Supplies,70.01,3,24.5
10/11/2016,Chuck Clark,California,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.22,4,4.46
10/11/2016,Chuck Clark,California,Office Supplies,Paper,Xerox 1996,32.4,5,15.55
10/11/2016,Debra Catini,Georgia,Office Supplies,Art,Newell 315,41.86,7,10.47
10/11/2016,Art Foster,Ohio,Office Supplies,Supplies,Staple remover,14.72,5,-3.31
10/11/2016,Art Foster,Ohio,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3,-2.44
10/11/2016,Paul Prost,Ohio,Office Supplies,Labels,Avery File Folder Labels,9.22,4,3.34
10/11/2016,Paul Prost,Ohio,Technology,Phones,Square Credit Card Reader,41.96,7,-9.79
10/11/2016,Paul Prost,Ohio,Office Supplies,Paper,Xerox 1882,89.57,2,32.47
10/11/2016,Paul Prost,Ohio,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.25,3,7.51
10/11/2016,Paul Prost,Ohio,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,4,29.3
10/11/2016,Paul Prost,Ohio,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.29,7,29.66
10/11/2016,Paul Prost,Ohio,Office Supplies,Paper,Xerox 1924,4.62,1,1.68
10/11/2016,Paul Prost,Ohio,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,7,-29.07
10/11/2016,Paul Prost,Ohio,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.89,7,-46.59
10/11/2016,Maxwell Schwartz,Texas,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,279.94,7,48.99
10/11/2016,Kalyca Meade,Missouri,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,17.16
10/11/2016,Kalyca Meade,Missouri,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,39.34
10/11/2016,Sally Hughsby,New York,Office Supplies,Binders,Canvas Sectional Post Binders,20.37,1,7.38
10/11/2016,Sally Hughsby,New York,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.85,3,16.82
10/11/2016,Arianne Irving,California,Office Supplies,Paper,Embossed Ink Jet Note Cards,67.71,3,32.5
10/11/2016,Arianne Irving,California,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4,38.98
10/11/2016,Arianne Irving,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,191.66
10/11/2016,Arianne Irving,California,Office Supplies,Paper,Xerox 1933,61.4,5,28.86
10/11/2016,Arianne Irving,California,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4,187.4
10/11/2016,Arianne Irving,California,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.18,3,1.81
10/11/2016,Arianne Irving,California,Office Supplies,Art,Newell 338,14.7,5,3.97
10/11/2016,Ben Ferrer,California,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,1,2.79
10/11/2016,Rose O'Brian,California,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,29.74,1,4.46
10/11/2016,Seth Vernon,Ohio,Office Supplies,Paper,Xerox 227,31.1,6,10.89
10/11/2016,Aaron Bergman,Oklahoma,Technology,Phones,Samsung Convoy 3,221.98,2,62.15
10/11/2016,Aaron Bergman,Oklahoma,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,54.71
10/11/2016,Scott Williamson,New York,Office Supplies,Binders,Presstex Flexible Ring Binders,3.64,1,1.37
10/11/2016,Scott Williamson,New York,Technology,Phones,BlackBerry Q10,881.93,7,220.48
11/11/2016,Bryan Davis,New York,Technology,Accessories,Micropad Numeric Keypads,59.97,3,14.99
11/11/2016,Bryan Davis,New York,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,20.84
11/11/2016,Brenda Bowman,Illinois,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.97,4,1.2
11/11/2016,Brenda Bowman,Illinois,Furniture,Chairs,Global Chrome Stack Chair,47.99,2,-2.06
11/11/2016,Lisa DeCherney,Michigan,Technology,Phones,Digium D40 VoIP phone,257.98,2,74.81
11/11/2016,Berenike Kampe,California,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,2.23
11/11/2016,Laurel Beltran,Florida,Office Supplies,Binders,Ibico Standard Transparent Covers,9.89,2,-6.92
11/11/2016,Laurel Beltran,Florida,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.54,3,50.37
11/11/2016,Edward Becker,New York,Office Supplies,Storage,Staple magnet,28.14,3,7.88
11/11/2016,Edward Becker,New York,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,6.48
11/11/2016,Edward Becker,New York,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,3,25.09
11/11/2016,Edward Becker,New York,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.65,3,8.19
11/11/2016,Edward Becker,New York,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.01,3,17.19
11/11/2016,Edward Becker,New York,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.23,3,11.45
11/11/2016,Liz Pelletier,California,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,10.91
11/11/2016,Liz Pelletier,California,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15,3,0
11/11/2016,Liz Pelletier,California,Office Supplies,Binders,Avery Poly Binder Pockets,31.5,11,11.03
11/11/2016,Alejandro Savely,Indiana,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,241.1
11/11/2016,Sung Chung,Illinois,Office Supplies,Art,Newell 332,14.11,6,1.23
12/11/2016,Maurice Satty,Arizona,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,-4.6
12/11/2016,Maurice Satty,Arizona,Office Supplies,Binders,Round Ring Binders,4.37,7,-3.35
12/11/2016,Maurice Satty,Arizona,Technology,Accessories,Micropad Numeric Keypads,31.98,2,2
12/11/2016,Frank Hawley,Indiana,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,129.38
12/11/2016,Frank Hawley,Indiana,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,10.55
12/11/2016,Frank Hawley,Indiana,Office Supplies,Paper,Xerox 1896,19.98,2,8.99
12/11/2016,Frank Hawley,Indiana,Office Supplies,Art,Newell 332,20.58,7,5.56
12/11/2016,Frank Hawley,Indiana,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,8.69
12/11/2016,Susan Pistek,Ohio,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.8,7,-21.07
12/11/2016,Susan Pistek,Ohio,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.1,2,33.03
12/11/2016,Susan Pistek,Ohio,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.75,6,5.44
12/11/2016,Susan Pistek,Ohio,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.07,9,0
12/11/2016,Susan Pistek,Ohio,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.37,2,-12.84
12/11/2016,Dianna Wilson,California,Technology,Phones,Panasonic KX TS3282W Corded phone,203.98,3,25.5
12/11/2016,Dianna Wilson,California,Furniture,Tables,Global Adaptabilities Conference Tables,674.35,3,-8.43
12/11/2016,Stephanie Phelps,Illinois,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",22.75,6,-8.53
1/12/2016,Gary Zandusky,Minnesota,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,11.72
1/12/2016,Joel Eaton,Maryland,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,51.75
1/12/2016,Joel Eaton,Maryland,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,44.99
1/12/2016,Rick Duston,Indiana,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,5.19
1/12/2016,Allen Goldenen,Tennessee,Office Supplies,Art,Newell 343,4.7,2,0.41
1/12/2016,Carl Ludwig,California,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,4.35
1/12/2016,Shirley Jackson,Connecticut,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,6,40.52
1/12/2016,Shirley Jackson,Connecticut,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,4,150.38
1/12/2016,Mike Vittorini,North Carolina,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.93,9,86.39
1/12/2016,John Murray,Texas,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",248.43,5,-17.75
1/12/2016,John Murray,Texas,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,11.65,4,-30.87
1/12/2016,John Murray,Texas,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.25,2,-1.22
1/12/2016,Eva Jacobs,Massachusetts,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94,3,35.86
1/12/2016,Eva Jacobs,Massachusetts,Furniture,Furnishings,"Executive Impressions 14""",111.15,5,48.91
1/12/2016,Eva Jacobs,Massachusetts,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,297.64
1/12/2016,Eva Jacobs,Massachusetts,Furniture,Tables,Chromcraft Round Conference Tables,366.01,3,-47.06
1/12/2016,Jonathan Doherty,Virginia,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2104.55,7,694.5
1/12/2016,Jonathan Doherty,Virginia,Office Supplies,Supplies,Acme Softgrip Scissors,40.7,5,11.8
1/12/2016,Laurel Beltran,California,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,1.6
1/12/2016,Laurel Beltran,California,Office Supplies,Paper,Xerox 1886,47.9,1,22.99
1/12/2016,Laurel Beltran,California,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,3,222.59
1/12/2016,Laurel Beltran,California,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,3,11.23
